tweet_id,timestamp,source,text,expanded_urls,name,ratings,dog_stages,hour,full_week,jpg_url,favorite_count,retweet_count,tweet_length,language,predicted_dog,predicted_precision,is_dog
888554962724278272,2017-07-22 00:23:06+00:00,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",Ralphus,1.3,,0,weekend,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,18437.0,3164.0,88,English,Siberian_husky,0.700377,it´s a dog
888078434458587136,2017-07-20 16:49:33+00:00,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",Gerald,1.2,,16,weekday,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,20349.0,3149.0,128,English,French_bulldog,0.995026,it´s a dog
887705289381826560,2017-07-19 16:06:48+00:00,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,https://twitter.com/dog_rates/status/887705289381826560/photo/1,Jeffrey,1.3,,16,weekday,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,28260.0,4897.0,128,English,basset,0.821664,it´s a dog
887517139158093824,2017-07-19 03:39:09+00:00,Twitter for iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,https://twitter.com/dog_rates/status/887517139158093824/video/1,such,1.4,,3,weekday,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,43327.0,10701.0,109,English,the closest prediction was: limousine,0.130432,it´s not a dog
887473957103951883,2017-07-19 00:47:34+00:00,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",Canela,1.3,,0,weekday,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,64212.0,16336.0,100,English,Pembroke,0.809197,it´s a dog
886983233522544640,2017-07-17 16:17:36+00:00,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",Maya,1.3,,16,weekday,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,32609.0,6961.0,102,English,Chihuahua,0.793469,it´s a dog
886736880519319552,2017-07-16 23:58:41+00:00,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b","https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",Mingus,1.3,,23,weekend,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,11195.0,2922.0,122,English,kuvasz,0.309706,it´s a dog
886680336477933568,2017-07-16 20:14:00+00:00,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,https://twitter.com/dog_rates/status/886680336477933568/photo/1,Derek,1.3,,20,weekend,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,20994.0,4067.0,72,English,the closest prediction was: convertible,0.738995,it´s not a dog
886366144734445568,2017-07-15 23:25:31+00:00,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",Roscoe,1.2,pupper,23,weekend,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,19742.0,2877.0,132,English,French_bulldog,0.999201,it´s a dog
886258384151887873,2017-07-15 16:17:19+00:00,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,https://twitter.com/dog_rates/status/886258384151887873/photo/1,Waffles,1.3,,16,weekend,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,26147.0,5737.0,95,English,pug,0.943575,it´s a dog
885984800019947520,2017-07-14 22:10:11+00:00,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,https://twitter.com/dog_rates/status/885984800019947520/photo/1,Jimbo,1.2,,22,weekday,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,30433.0,6102.0,141,English,Blenheim_spaniel,0.972494,it´s a dog
885528943205470208,2017-07-13 15:58:47+00:00,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,https://twitter.com/dog_rates/status/885528943205470208/photo/1,Maisey,1.3,,15,weekday,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,33589.0,5813.0,110,English,pug,0.369275,it´s a dog
884925521741709313,2017-07-12 00:01:00+00:00,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",https://twitter.com/dog_rates/status/884925521741709313/photo/1,Earl,1.2,,0,weekday,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,71990.0,16428.0,94,English,Italian_greyhound,0.259916,it´s a dog
884876753390489601,2017-07-11 20:47:12+00:00,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",Lola,1.3,,20,weekday,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,25997.0,5064.0,119,English,chow,0.822103,it´s a dog
884562892145688576,2017-07-11 00:00:02+00:00,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,https://twitter.com/dog_rates/status/884562892145688576/photo/1,Kevin,1.3,,0,weekday,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,22705.0,4270.0,67,English,pug,0.5464060000000001,it´s a dog
884162670584377345,2017-07-09 21:29:42+00:00,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,https://twitter.com/dog_rates/status/884162670584377345/photo/1,Yogi,1.2,doggo,21,weekend,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,19067.0,2722.0,141,English,German_shepherd,0.707046,it´s a dog
883838122936631299,2017-07-09 00:00:04+00:00,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,https://twitter.com/dog_rates/status/883838122936631299/photo/1,Noah,1.2,,0,weekend,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,20419.0,3119.0,138,English,Doberman,0.610946,it´s a dog
883482846933004288,2017-07-08 00:28:19+00:00,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948","https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",Bella,0.5,,0,weekend,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,42809.0,8979.0,113,English,golden_retriever,0.943082,it´s a dog
883360690899218434,2017-07-07 16:22:55+00:00,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,https://twitter.com/dog_rates/status/883360690899218434/photo/1,Grizzwald,1.3,floofer,16,weekday,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,21184.0,3361.0,140,English,chow,0.987997,it´s a dog
882992080364220416,2017-07-06 15:58:11+00:00,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",Rusty,1.3,,15,weekday,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,22322.0,3538.0,109,English,Eskimo_dog,0.466778,it´s a dog
882762694511734784,2017-07-06 00:46:41+00:00,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,https://twitter.com/dog_rates/status/882762694511734784/photo/1,Gus,1.2,pupper,0,weekday,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,26406.0,4438.0,115,English,Labrador_retriever,0.85005,it´s a dog
882627270321602560,2017-07-05 15:48:34+00:00,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,https://twitter.com/dog_rates/status/882627270321602560/photo/1,Stanley,1.3,,15,weekday,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,26156.0,5522.0,137,English,Pembroke,0.542982,it´s a dog
882268110199369728,2017-07-04 16:01:23+00:00,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",Alfy,1.3,,16,weekday,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,41874.0,10528.0,115,English,golden_retriever,0.762211,it´s a dog
882045870035918850,2017-07-04 01:18:17+00:00,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w","https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",Koko,1.3,,1,weekday,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,27389.0,4444.0,134,English,golden_retriever,0.00694063,it´s a dog
881906580714921986,2017-07-03 16:04:48+00:00,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,https://twitter.com/dog_rates/status/881906580714921986/photo/1,Rey,1.2,,16,weekday,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,22750.0,3088.0,68,English,Weimaraner,0.291539,it´s a dog
881666595344535552,2017-07-03 00:11:11+00:00,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,https://twitter.com/dog_rates/status/881666595344535552/photo/1,Gary,1.3,,0,weekday,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,47334.0,9703.0,116,English,Saluki,0.529012,it´s a dog
881268444196462592,2017-07-01 21:49:04+00:00,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,https://twitter.com/dog_rates/status/881268444196462592/photo/1,Elliot,1.2,,21,weekend,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,21705.0,4797.0,139,English,the closest prediction was: tusker,0.473303,it´s not a dog
880935762899988482,2017-06-30 23:47:07+00:00,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,https://twitter.com/dog_rates/status/880935762899988482/photo/1,Louis,1.3,,23,weekday,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,15978.0,2535.0,73,English,the closest prediction was: street_sign,0.251801,it´s not a dog
880465832366813184,2017-06-29 16:39:47+00:00,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",Bella,1.2,,16,weekday,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,26603.0,5652.0,115,English,golden_retriever,0.913255,it´s a dog
880221127280381952,2017-06-29 00:27:25+00:00,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",Jesse,1.2,,0,weekday,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,25202.0,3793.0,109,English,Chihuahua,0.238525,it´s a dog
879862464715927552,2017-06-28 00:42:13+00:00,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",Romeo,1.3,,0,weekday,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,20921.0,3180.0,92,English,basset,0.813507,it´s a dog
879492040517615616,2017-06-27 00:10:17+00:00,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,https://twitter.com/dog_rates/status/879492040517615616/photo/1,Bailey,1.2,,0,weekday,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,21949.0,2903.0,91,English,German_short-haired_pointer,0.479896,it´s a dog
879415818425184262,2017-06-26 19:07:24+00:00,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,https://twitter.com/dog_rates/status/879415818425184262/video/1,Duddles,1.3,,19,weekday,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,98892.0,40454.0,83,English,English_springer,0.383404,it´s a dog
879376492567855104,2017-06-26 16:31:08+00:00,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,https://twitter.com/dog_rates/status/879376492567855104/photo/1,Jack,1.2,,16,weekday,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,15712.0,2847.0,126,English,Labrador_retriever,0.0334961,it´s a dog
879050749262655488,2017-06-25 18:56:45+00:00,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,https://twitter.com/dog_rates/status/879050749262655488/photo/1,Steven,1.1,,18,weekend,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,21065.0,4277.0,133,English,the closest prediction was: tabby,0.311861,it´s not a dog
879008229531029506,2017-06-25 16:07:47+00:00,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,https://twitter.com/dog_rates/status/879008229531029506/photo/1,Beau,1.3,,16,weekend,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,17787.0,2434.0,95,English,vizsla,0.960513,it´s a dog
878776093423087618,2017-06-25 00:45:22+00:00,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",Snoopy,1.3,puppo,0,weekend,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,18130.0,3725.0,127,English,Italian_greyhound,0.734684,it´s a dog
878281511006478336,2017-06-23 16:00:04+00:00,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6","https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",Shadow,1.3,,16,weekday,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,7236.0,1175.0,141,English,basset,0.32042,it´s a dog
878057613040115712,2017-06-23 01:10:23+00:00,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",Emmy,1.4,,1,weekday,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,39378.0,6189.0,116,English,French_bulldog,0.839097,it´s a dog
877736472329191424,2017-06-22 03:54:17+00:00,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,"https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1",Aja,1.3,,3,weekday,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,74203.0,17271.0,94,English,Chesapeake_Bay_retriever,0.8379559999999999,it´s a dog
877556246731214848,2017-06-21 15:58:08+00:00,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,https://twitter.com/dog_rates/status/877556246731214848/photo/1,Penny,1.2,,15,weekday,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,21236.0,3470.0,140,English,basset,0.995368,it´s a dog
877316821321428993,2017-06-21 00:06:44+00:00,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc","https://twitter.com/dog_rates/status/877316821321428993/photo/1,https://twitter.com/dog_rates/status/877316821321428993/photo/1",Dante,1.3,,0,weekday,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,25649.0,4751.0,138,English,Saluki,0.5099670000000001,it´s a dog
877201837425926144,2017-06-20 16:29:50+00:00,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,"https://twitter.com/dog_rates/status/877201837425926144/photo/1,https://twitter.com/dog_rates/status/877201837425926144/photo/1",Nelly,1.2,,16,weekday,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,25376.0,5089.0,129,English,Pembroke,0.93112,it´s a dog
876838120628539392,2017-06-19 16:24:33+00:00,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,"https://twitter.com/dog_rates/status/876838120628539392/photo/1,https://twitter.com/dog_rates/status/876838120628539392/photo/1",Ginger,1.2,pupper,16,weekday,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,19380.0,3038.0,126,English,bloodhound,0.575751,it´s a dog
876484053909872640,2017-06-18 16:57:37+00:00,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,https://twitter.com/dog_rates/status/876484053909872640/photo/1,Benedict,1.3,,16,weekend,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,17587.0,2162.0,128,English,golden_retriever,0.874566,it´s a dog
876120275196170240,2017-06-17 16:52:05+00:00,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",https://twitter.com/dog_rates/status/876120275196170240/photo/1,Venti,1.3,,16,weekend,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,26212.0,4258.0,141,English,Bernese_mountain_dog,0.534327,it´s a dog
